query	database.subject	pid	aln.length	mismatches	gap.openings	query.start	query.end	subj.start	subj.end	e.value	bit.score	protein	species	length	subj.name	subj.gene.cluster	subj.gene.call	hit.id
CAA04900.1	c_000000001620	27.473	91	58	3	256	338	68	158	6.7	26.9	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_iowae	GC_00002951	670	303
CAA04900.1	c_000000007503	41.176	51	22	2	268	310	156	206	7	26.9	P50	Metamycoplasma.hominis	483	MAG01_Mycoplasma_salmoninae	GC_00003382	39951	304
CAA04900.1	c_000000006073	38.462	26	16	0	2	27	4	29	8	26.9	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_mobile	GC_00001206	345	305
CAA04900.1	c_000000004124	27.473	91	49	3	360	447	236	312	8	26.9	P50	Metamycoplasma.hominis	483	REF_Mycoplasma_iowae	GC_00004915	880	306
CAA04900.1	c_000000002691	39.394	33	20	0	194	226	6	38	8.6	26.6	P50	Metamycoplasma.hominis	483	MAG04_Mycoplasma_sp	GC_00002208	38831	307
CAA04900.1	c_000000001113	22.394	259	146	13	113	354	7	227	9.9	26.6	P50	Metamycoplasma.hominis	483	MAG02_Mycoplasma_sp	GC_00003987	35671	308
CAA04916.1	c_000000002305	27.723	101	58	4	1	88	1	99	0.021	35.4	Vaa	Metamycoplasma.hominis	487	REF_Ureaplasma_urealyticum	GC_00000735	15	309
CAA04916.1	c_000000000571	45.161	31	16	1	1	31	1	30	0.043	33.9	Vaa	Metamycoplasma.hominis	487	MAG05_Mycoplasma_sp	GC_00000492	36723	310
CAA04916.1	c_000000000572	45.161	31	16	1	1	31	1	30	0.19	32	Vaa	Metamycoplasma.hominis	487	MAG05_Mycoplasma_sp	GC_00000492	36341	311
CAA04916.1	c_000000000556	44.444	27	15	0	1	27	2	28	0.6	30.8	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00001094	656	312
CAA04916.1	c_000000006390	28.689	122	78	4	89	208	17	131	0.61	30.4	Vaa	Metamycoplasma.hominis	487	MAG04_Mycoplasma_sp	GC_00004847	39623	313
CAA04916.1	c_000000000343	30.864	81	43	5	1	79	1	70	1.2	29.6	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00002548	434	314
CAA04916.1	c_000000000555	27.941	68	39	1	1	58	2	69	2.3	28.9	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00001094	342	315
CAA04916.1	c_000000002476	34.091	44	29	0	355	398	141	184	2.8	28.5	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00000549	329	316
CAA04916.1	c_000000001451	37.037	27	17	0	1	27	1	27	5.8	27.3	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00004695	341	317
CAA04916.1	c_000000006487	26.891	119	79	5	189	304	10	123	5.8	27.3	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_penetrans	GC_00003884	409	318
CAA04916.1	c_000000001420	30.435	23	16	0	5	27	6	28	6.5	27.3	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00003325	346	319
CAA04916.1	c_000000004446	31.915	47	30	1	425	469	453	499	6.5	27.3	Vaa	Metamycoplasma.hominis	487	REF_Ureaplasma_diversum	GC_00000796	539	320
CAA04916.1	c_000000005481	23.333	120	75	4	312	416	67	184	6.7	26.9	Vaa	Metamycoplasma.hominis	487	REF_Ureaplasma_urealyticum	GC_00005170	19	321
CAA04916.1	c_000000001419	22.951	61	45	1	1	59	1	61	7.6	26.9	Vaa	Metamycoplasma.hominis	487	REF_Ureaplasma_diversum	GC_00004151	521	322
CAA04916.1	c_000000006073	38.462	26	16	0	2	27	4	29	8.9	26.9	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_mobile	GC_00001206	345	323
CAA04916.1	c_000000001384	31.746	63	37	2	2	64	8405	8461	10	26.9	Vaa	Metamycoplasma.hominis	487	REF_Ureaplasma_urealyticum	GC_00000293	512	324
CAA04916.1	c_000000004632	30.208	96	54	4	194	277	668	762	10	26.6	Vaa	Metamycoplasma.hominis	487	REF_Mycoplasma_penetrans	GC_00002785	554	325
CAA82312.1	c_000000002869	32.075	106	57	4	165	267	189	282	8.41e-06	46.6	P60	Mycoplasma.hominis	598	REF_Mycoplasma_mobile	GC_00001612	92	326
CAA82312.1	c_000000002290	25	240	132	11	97	309	121	339	1.43e-05	45.8	P60	Mycoplasma.hominis	598	MAG03_Mycoplasma_sp	GC_00001181	26309	327
CAA82312.1	c_000000002291	23.575	386	210	16	3	329	5	364	1.89e-05	45.4	P60	Mycoplasma.hominis	598	MAG05_Mycoplasma_sp	GC_00001181	36453	328
CAA82312.1	c_000000003583	36.782	87	44	4	4	85	10	90	0.31	31.6	P60	Mycoplasma.hominis	598	REF_Mycoplasma_iowae	GC_00004952	656	329
CAA82312.1	c_000000004448	30.556	108	69	3	210	312	12	118	0.73	30.4	P60	Mycoplasma.hominis	598	MAG04_Mycoplasma_sp	GC_00001583	39331	330
CAA82312.1	c_000000007372	40	25	15	0	8	32	12	36	0.8	30.4	P60	Mycoplasma.hominis	598	REF_Mycoplasma_penetrans	GC_00004291	599	331
CAA82312.1	c_000000000601	20.29	69	46	1	232	300	1	60	1.7	28.9	P60	Mycoplasma.hominis	598	REF_Mycoplasma_penetrans	GC_00003547	799	332
CAA82312.1	c_000000002747	25.49	51	38	0	48	98	200	250	2.3	28.9	P60	Mycoplasma.hominis	598	REF_Mycoplasma_iowae	GC_00001341	102	333
CAA82312.1	c_000000003545	28.409	88	53	3	501	580	826	911	2.4	29.3	P60	Mycoplasma.hominis	598	REF_Mycoplasma_iowae	GC_00000784	605	334
CAA82312.1	c_000000003607	31.343	67	40	2	412	478	215	275	2.7	28.9	P60	Mycoplasma.hominis	598	MAG03_Mycoplasma_sp	GC_00000448	26577	335
CAA82312.1	c_000000004259	32.432	37	22	1	307	340	4	40	4.2	26.9	P60	Mycoplasma.hominis	598	MAG03_Mycoplasma_sp	GC_00003414	26748	336
CAA82312.1	c_000000005388	42.5	40	22	1	59	98	132	170	4.8	27.7	P60	Mycoplasma.hominis	598	MAG04_Mycoplasma_sp	GC_00001364	39097	337
CAA82312.1	c_000000006895	27.451	51	37	0	248	298	121	171	6.5	27.3	P60	Mycoplasma.hominis	598	REF_Ureaplasma_diversum	GC_00001106	286	338
CAA82312.1	c_000000003382	52	25	11	1	2	25	12	36	7.1	27.7	P60	Mycoplasma.hominis	598	REF_Mycoplasma_penetrans	GC_00001363	697	339
CAA82312.1	c_000000003381	52	25	11	1	2	25	12	36	7.9	27.3	P60	Mycoplasma.hominis	598	REF_Mycoplasma_penetrans	GC_00001363	694	340
CAA82312.1	c_000000004026	30	40	28	0	324	363	243	282	8.3	27.3	P60	Mycoplasma.hominis	598	REF_Ureaplasma_urealyticum	GC_00000224	264	341
CAA82312.1	c_000000001386	33.962	53	34	1	394	446	8634	8685	9.7	27.3	P60	Mycoplasma.hominis	598	REF_Ureaplasma_urealyticum	GC_00000293	494	342
CAC87116.1	c_000000002305	38	50	29	2	2	50	5	53	0.048	33.5	P40	Mycoplasmopsis.agalactiae	369	REF_Ureaplasma_urealyticum	GC_00000735	15	343
CAC87116.1	c_000000003790	48.148	27	14	0	1	27	3	29	0.071	33.1	P40	Mycoplasmopsis.agalactiae	369	REF_Ureaplasma_diversum	GC_00003607	9	344
CAC87116.1	c_000000007023	43.75	32	18	0	1	32	1	32	0.25	29.6	P40	Mycoplasmopsis.agalactiae	369	REF_Ureaplasma_urealyticum	GC_00003344	208	345
CAC87116.1	c_000000007411	40.741	27	16	0	1	27	1	27	0.65	29.6	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00002024	684	346
CAC87116.1	c_000000000402	34.146	41	27	0	19	59	6	46	0.67	27.3	P40	Mycoplasmopsis.agalactiae	369	MAG04_Mycoplasma_sp	GC_00000126	39476	347
CAC87116.1	c_000000006789	23.457	81	59	1	175	252	27	107	0.95	28.5	P40	Mycoplasmopsis.agalactiae	369	MAG03_Mycoplasma_sp	GC_00000216	26761	348
CAC87116.1	c_000000002597	44.444	27	15	0	1	27	1	27	1.3	28.9	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00000232	712	349
CAC87116.1	c_000000007646	51.724	29	12	2	5	33	9	35	1.4	28.9	P40	Mycoplasmopsis.agalactiae	369	REF_Ureaplasma_diversum	GC_00000671	257	350
CAC87116.1	c_000000003243	37.5	40	22	1	11	47	12	51	1.7	28.9	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_iowae	GC_00004968	164	351
CAC87116.1	c_000000002598	40.741	27	16	0	1	27	1	27	2	28.1	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00000232	715	352
CAC87116.1	c_000000002637	39.474	38	23	0	267	304	115	152	3.4	26.9	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00000438	954	353
CAC87116.1	c_000000002599	40.741	27	16	0	1	27	1	27	6	26.6	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00000232	709	354
CAC87116.1	c_000000006467	31.667	60	31	3	207	258	508	565	6.2	26.9	P40	Mycoplasmopsis.agalactiae	369	REF_Ureaplasma_diversum	GC_00004674	104	355
CAC87116.1	c_000000002131	23.077	65	40	1	274	328	160	224	8.6	26.2	P40	Mycoplasmopsis.agalactiae	369	MAG04_Mycoplasma_sp	GC_00003272	39395	356
CAC87116.1	c_000000003005	45.714	35	11	1	206	240	2843	2869	9.4	26.6	P40	Mycoplasmopsis.agalactiae	369	REF_Mycoplasma_penetrans	GC_00003749	156	357
CAC87275.1	c_000000001191	29.126	103	50	5	57	154	178	262	0.39	32.3	LppT	Mycoplasma.conjunctivae	973	REF_Mycoplasma_mobile	GC_00000149	230	358
CAC87275.1	c_000000003710	33.766	77	46	3	1	75	1	74	0.57	32	LppT	Mycoplasma.conjunctivae	973	REF_Ureaplasma_urealyticum	GC_00004755	60	359
CAC87275.1	c_000000002171	27.869	61	39	1	420	475	341	401	5	28.5	LppT	Mycoplasma.conjunctivae	973	REF_Mycoplasma_iowae	GC_00001427	395	360
CAC87275.1	c_000000003033	29.204	113	63	5	548	644	426	537	6.2	28.5	LppT	Mycoplasma.conjunctivae	973	REF_Ureaplasma_urealyticum	GC_00002663	56	361
CAC87275.1	c_000000001503	31.25	48	33	0	358	405	274	321	6.5	28.5	LppT	Mycoplasma.conjunctivae	973	MAG04_Mycoplasma_sp	GC_00002100	39353	362
CAC87275.1	c_000000000458	35.897	78	33	5	393	465	410	475	8.3	28.1	LppT	Mycoplasma.conjunctivae	973	REF_Ureaplasma_diversum	GC_00001873	488	363
CAC87275.1	c_000000000594	28.235	85	45	3	651	727	48	124	9	26.6	LppT	Mycoplasma.conjunctivae	973	REF_Mycoplasma_mobile	GC_00004357	3	364
CAC87275.1	c_000000006136	30	90	46	3	654	726	36	125	9.9	26.6	LppT	Mycoplasma.conjunctivae	973	MAG05_Mycoplasma_sp	GC_00000386	36728	365
CAG7571605.1	c_000000004858	42.105	57	33	0	97	153	664	720	1.54e-09	53.5	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00000145	763	366
CAG7571605.1	c_000000004856	37.931	58	34	2	97	153	664	720	0.006	34.3	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00000145	762	367
CAG7571605.1	c_000000006047	30.189	53	37	0	100	152	58	110	0.021	32.7	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00004286	552	368
CAG7571605.1	c_000000004857	34.286	35	23	0	97	131	664	698	0.41	28.9	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00000145	758	369
CAG7571605.1	c_000000002403	37.143	35	22	0	7	41	137	171	4	25.8	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_mobile	GC_00004449	408	370
CAG7571605.1	c_000000003618	30.233	43	30	0	86	128	176	218	4	25.8	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00000164	681	371
CAG7571605.1	c_000000004641	35	40	23	1	25	61	135	174	4.7	25.4	OppA	Mycoplasma.pneumoniae	161	REF_Ureaplasma_urealyticum	GC_00000218	114	372
CAG7571605.1	c_000000004855	31.429	35	24	0	97	131	664	698	7.4	25	OppA	Mycoplasma.pneumoniae	161	REF_Mycoplasma_penetrans	GC_00000145	760	373
CAG7571605.1	c_000000000905	45.833	24	12	1	5	28	279	301	9.9	24.6	OppA	Mycoplasma.pneumoniae	161	REF_Ureaplasma_urealyticum	GC_00004837	555	374
CAX37485.1	c_000000004382	21.888	699	431	29	49	683	68	715	1.33e-19	91.7	P80	Mycoplasma.hominis	733	REF_Mycoplasma_mobile	GC_00003800	93	375
CAX37485.1	c_000000006005	22.973	370	246	13	11	361	36	385	3.24e-09	58.2	P80	Mycoplasma.hominis	733	MAG03_Mycoplasma_sp	GC_00001066	26308	376
CAX37485.1	c_000000006006	24.365	394	221	16	15	370	40	394	3.19e-08	55.1	P80	Mycoplasma.hominis	733	MAG05_Mycoplasma_sp	GC_00001066	36452	377
CAX37485.1	c_000000001721	39.13	46	26	2	653	698	34	77	0.78	30.8	P80	Mycoplasma.hominis	733	MAG05_Mycoplasma_sp	GC_00000324	36376	378
CAX37485.1	c_000000002108	38.235	34	21	0	124	157	136	169	1.5	30	P80	Mycoplasma.hominis	733	REF_Ureaplasma_diversum	GC_00003537	298	379
CAX37485.1	c_000000001720	39.623	53	30	2	653	705	34	84	2	29.3	P80	Mycoplasma.hominis	733	MAG03_Mycoplasma_sp	GC_00000324	26390	380
CBV67635.1	c_000000001420	44.118	34	19	0	4	37	1	34	0.066	33.5	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00003325	346	381
CBV67635.1	c_000000001451	39.394	33	17	1	4	36	3	32	0.53	30.4	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00004695	341	382
CBV67635.1	c_000000000555	40	35	18	1	4	38	4	35	0.59	30.8	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00001094	342	383
CBV67635.1	c_000000004401	42.857	28	16	0	4	31	4	31	0.61	30.4	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00003015	588	384
CBV67635.1	c_000000008069	39.13	46	25	2	11	56	10	52	0.76	30	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00002838	692	385
CBV67635.1	c_000000006975	38.889	36	21	1	5	39	5	40	0.86	30	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_iowae	GC_00004706	841	386
CBV67635.1	c_000000007991	24.638	69	52	0	228	296	1302	1370	1.1	30	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_penetrans	GC_00000010	918	387
CBV67635.1	c_000000006378	30.476	105	60	4	64	155	143	247	2.3	28.5	LppQ	Mycoplasma.leachii	469	MAG02_Mycoplasma_sp	GC_00004565	35946	388
CBV67635.1	c_000000005292	31.461	89	59	2	220	307	144	231	2.3	28.5	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00000802	316	389
CBV67635.1	c_000000002086	31.034	87	50	3	4	89	1	78	2.5	28.5	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00000175	797	390
CBV67635.1	c_000000006073	31.579	38	26	0	3	40	1	38	3.1	28.1	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00001206	345	391
CBV67635.1	c_000000001074	36.842	38	24	0	64	101	649	686	3.3	28.1	LppQ	Mycoplasma.leachii	469	MAG01_Mycoplasma_salmoninae	GC_00000038	40228	392
CBV67635.1	c_000000005536	28.767	73	49	2	85	156	412	482	4.8	27.7	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00005013	455	393
CBV67635.1	c_000000003744	39.394	33	20	0	251	283	52	84	5	27.3	LppQ	Mycoplasma.leachii	469	MAG03_Mycoplasma_sp	GC_00000773	26333	394
CBV67635.1	c_000000004443	48	25	13	0	17	41	15	39	5.3	27.3	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00002871	693	395
CBV67635.1	c_000000006166	39.024	41	21	1	141	177	429	469	5.5	27.3	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_penetrans	GC_00000776	507	396
CBV67635.1	c_000000007646	28.571	56	32	1	15	70	13	60	5.8	27.3	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00000671	257	397
CBV67635.1	c_000000000571	52.632	19	9	0	15	33	10	28	6.1	26.9	LppQ	Mycoplasma.leachii	469	MAG05_Mycoplasma_sp	GC_00000492	36723	398
CBV67635.1	c_000000002851	24.675	77	48	2	189	257	588	662	6.6	27.3	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00000364	275	399
CBV67635.1	c_000000005700	35.185	54	26	2	327	379	58	103	6.7	26.9	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_iowae	GC_00000552	271	400
CBV67635.1	c_000000002639	25.352	71	40	3	387	448	261	327	7.1	26.9	LppQ	Mycoplasma.leachii	469	MAG01_Mycoplasma_salmoninae	GC_00000358	39750	401
CBV67635.1	c_000000000744	31.169	77	42	4	11	86	4	70	7.6	26.9	LppQ	Mycoplasma.leachii	469	MAG03_Mycoplasma_sp	GC_00003908	26831	402
CBV67635.1	c_000000003077	31.818	44	30	0	278	321	68	111	7.7	26.9	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_mobile	GC_00002430	103	403
CBV67635.1	c_000000003583	35	40	24	1	1	38	1	40	8.5	26.6	LppQ	Mycoplasma.leachii	469	REF_Mycoplasma_iowae	GC_00004952	656	404
CBV67635.1	c_000000000700	38.71	31	16	1	18	45	16	46	8.6	26.6	LppQ	Mycoplasma.leachii	469	REF_Ureaplasma_diversum	GC_00003743	125	405
KJQ47694.1	c_000000002238	39.13	69	38	1	308	372	222	290	1.32e-06	48.9	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_urealyticum	GC_00000791	511	406
KJQ47694.1	c_000000002237	24.521	261	139	8	125	371	73	289	1.51e-05	45.4	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_urealyticum	GC_00000791	11	407
KJQ47694.1	c_000000004409	20.812	394	219	15	2	372	5	328	8.25e-05	43.1	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_penetrans	GC_00004455	586	408
KJQ47694.1	c_000000006312	21.807	321	180	12	120	415	126	400	0.00036	41.2	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_iowae	GC_00004085	846	409
KJQ47694.1	c_000000006678	23.247	271	151	11	114	370	37	264	0.001	39.7	P60	Mycoplasma.mycoides	564	MAG02_Mycoplasma_sp	GC_00000290	35622	410
KJQ47694.1	c_000000001069	24.797	246	126	8	141	372	71	271	0.002	38.9	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_diversum	GC_00005109	730	411
KJQ47694.1	c_000000006680	25.547	274	139	12	115	370	38	264	0.003	38.1	P60	Mycoplasma.mycoides	564	MAG04_Mycoplasma_sp	GC_00000290	38868	412
KJQ47694.1	c_000000002304	37.705	61	35	2	315	372	219	279	0.004	37.7	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_urealyticum	GC_00000735	210	413
KJQ47694.1	c_000000002305	39.13	46	25	1	330	372	234	279	0.006	37.4	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_urealyticum	GC_00000735	15	414
KJQ47694.1	c_000000003833	26.946	167	81	9	244	403	218	350	0.017	35.8	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_mobile	GC_00003968	36	415
KJQ47694.1	c_000000007767	37.5	32	20	0	36	67	61	92	0.18	31.2	P60	Mycoplasma.mycoides	564	MAG03_Mycoplasma_sp	GC_00001274	26545	416
KJQ47694.1	c_000000007768	37.5	32	20	0	36	67	61	92	0.24	30.8	P60	Mycoplasma.mycoides	564	MAG05_Mycoplasma_sp	GC_00001274	36363	417
KJQ47694.1	c_000000001850	26.718	131	81	6	194	309	306	436	0.46	31.2	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_iowae	GC_00004633	375	418
KJQ47694.1	c_000000005497	40	45	22	1	88	127	243	287	0.73	30.4	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_diversum	GC_00002620	170	419
KJQ47694.1	c_000000000487	23.952	167	108	5	383	544	412	564	0.77	30.8	P60	Mycoplasma.mycoides	564	MAG03_Mycoplasma_sp	GC_00000022	26121	420
KJQ47694.1	c_000000002635	37.778	45	28	0	99	143	137	181	1.2	29.3	P60	Mycoplasma.mycoides	564	MAG01_Mycoplasma_salmoninae	GC_00000438	40055	421
KJQ47694.1	c_000000005282	29.907	107	65	3	114	213	192	295	1.6	29.3	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_diversum	GC_00000846	154	422
KJQ47694.1	c_000000006261	34	50	28	2	327	372	3	51	2.8	28.1	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_diversum	GC_00005040	829	423
KJQ47694.1	c_000000002967	23.913	138	94	4	345	474	237	371	2.8	28.9	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_mobile	GC_00004710	504	424
KJQ47694.1	c_000000007796	45.714	35	19	0	484	518	122	156	3.8	27.7	P60	Mycoplasma.mycoides	564	MAG05_Mycoplasma_sp	GC_00000425	36355	425
KJQ47694.1	c_000000004159	29.412	34	24	0	133	166	12	45	6.2	25.8	P60	Mycoplasma.mycoides	564	MAG04_Mycoplasma_sp	GC_00002647	39303	426
KJQ47694.1	c_000000002473	30.508	59	40	1	434	491	321	379	6.5	27.7	P60	Mycoplasma.mycoides	564	MAG05_Mycoplasma_sp	GC_00000818	36386	427
KJQ47694.1	c_000000001386	34.783	46	28	1	427	470	7297	7342	7.5	27.3	P60	Mycoplasma.mycoides	564	REF_Ureaplasma_urealyticum	GC_00000293	494	428
KJQ47694.1	c_000000007790	35.714	42	27	0	478	519	113	154	7.6	26.9	P60	Mycoplasma.mycoides	564	REF_Mycoplasma_iowae	GC_00001365	270	429
KJQ47694.1	c_000000007997	30.769	104	59	5	399	496	146	242	8.9	26.9	P60	Mycoplasma.mycoides	564	MAG03_Mycoplasma_sp	GC_00001597	26516	430
KJQ47694.1	c_000000000944	35.714	42	22	1	501	537	448	489	9.5	26.9	P60	Mycoplasma.mycoides	564	MAG02_Mycoplasma_sp	GC_00002971	35415	431
SBO45263.1	c_000000001335	41.176	51	26	2	99	146	327	376	0.061	32.3	P30	Mycoplasmopsis.agalactiae	271	MAG02_Mycoplasma_sp	GC_00000472	36142	432
SBO45263.1	c_000000001586	40.476	42	25	0	171	212	76	117	1	28.5	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_penetrans	GC_00004594	425	433
SBO45263.1	c_000000002598	50	28	13	1	1	27	1	28	1.1	28.5	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_penetrans	GC_00000232	715	434
SBO45263.1	c_000000002597	50	28	13	1	1	27	1	28	1.4	28.1	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_penetrans	GC_00000232	712	435
SBO45263.1	c_000000004583	32	50	34	0	165	214	370	419	1.4	28.5	P30	Mycoplasmopsis.agalactiae	271	MAG04_Mycoplasma_sp	GC_00000130	38932	436
SBO45263.1	c_000000005701	33.333	36	24	0	2	37	7	42	1.5	28.1	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00000552	889	437
SBO45263.1	c_000000006975	38.462	26	16	0	2	27	7	32	2.4	27.3	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00004706	841	438
SBO45263.1	c_000000002240	32.941	85	47	3	133	212	295	374	3.4	26.9	P30	Mycoplasmopsis.agalactiae	271	MAG04_Mycoplasma_sp	GC_00001220	39173	439
SBO45263.1	c_000000005700	30.556	36	25	0	2	37	7	42	4	26.9	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00000552	271	440
SBO45263.1	c_000000004587	32	50	34	0	165	214	370	419	4.1	26.9	P30	Mycoplasmopsis.agalactiae	271	REF_Ureaplasma_diversum	GC_00000130	191	441
SBO45263.1	c_000000001734	31.579	76	44	2	27	98	68	139	4.2	26.6	P30	Mycoplasmopsis.agalactiae	271	REF_Ureaplasma_urealyticum	GC_00004813	0	442
SBO45263.1	c_000000005702	30.556	36	25	0	2	37	7	42	5.9	26.2	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00000552	290	443
SBO45263.1	c_000000000564	30	50	35	0	152	201	153	202	6.6	25.8	P30	Mycoplasmopsis.agalactiae	271	REF_Ureaplasma_diversum	GC_00000653	77	444
SBO45263.1	c_000000002168	33.333	81	45	3	20	100	345	416	6.6	26.2	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00002461	430	445
SBO45263.1	c_000000003065	28.302	53	36	1	165	215	371	423	7.5	26.2	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_mobile	GC_00000530	88	446
SBO45263.1	c_000000000508	36	50	29	2	2	51	4	50	8	25.8	P30	Mycoplasmopsis.agalactiae	271	REF_Ureaplasma_diversum	GC_00000545	517	447
SBO45263.1	c_000000004585	32	50	34	0	165	214	370	419	9	25.8	P30	Mycoplasmopsis.agalactiae	271	REF_Mycoplasma_iowae	GC_00000130	20	448
SBO45263.1	c_000000007278	30.588	85	53	4	124	208	18	96	9.4	25.8	P30	Mycoplasmopsis.agalactiae	271	MAG01_Mycoplasma_salmoninae	GC_00003950	40058	449
SYV94409.1	c_000000001024	15.344	189	159	1	397	584	71	259	0.22	32.3	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00005047	295	450
SYV94409.1	c_000000001024	19.78	182	137	3	374	553	83	257	1.9	29.6	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00005047	295	451
SYV94409.1	c_000000006332	25.926	243	137	10	356	593	229	433	0.28	32.7	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00004787	213	452
SYV94409.1	c_000000007285	19.883	171	123	4	380	548	53	211	0.54	31.2	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00001721	556	453
SYV94409.1	c_000000007285	20.419	191	135	3	448	627	7	191	0.77	30.8	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00001721	556	454
SYV94409.1	c_000000007285	18.868	159	117	4	373	527	54	204	1.9	29.3	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00001721	556	455
SYV94409.1	c_000000007285	17.391	138	110	2	428	562	67	203	9.7	27.3	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_iowae	GC_00001721	556	456
SYV94409.1	c_000000004378	50	36	15	2	604	636	238	273	0.93	30.8	PlpA	Mycoplasma.gallisepticum	878	REF_Ureaplasma_diversum	GC_00000783	755	457
SYV94409.1	c_000000002910	27.869	61	44	0	452	512	179	239	2.2	29.3	PlpA	Mycoplasma.gallisepticum	878	MAG01_Mycoplasma_salmoninae	GC_00002145	40395	458
SYV94409.1	c_000000004149	24.762	105	69	3	464	563	418	517	3.3	29.3	PlpA	Mycoplasma.gallisepticum	878	MAG04_Mycoplasma_sp	GC_00001256	39565	459
SYV94409.1	c_000000006972	32.812	64	41	1	385	446	404	467	3.9	28.9	PlpA	Mycoplasma.gallisepticum	878	REF_Mycoplasma_mobile	GC_00002719	315	460
